Author;Date;Content;Attachments;
"Service Account#8102";"11-Oct-18 10:10 PM";"ewrahrsah";"";
"Ghosting#4578";"11-Oct-18 10:11 PM";"lol bitch boy";"";
"Ghosting#4578";"11-Oct-18 10:12 PM";"sunflower seeds r good";"";
"Service Account#8102";"11-Oct-18 10:12 PM";"yeah";"";
"Ghosting#4578";"11-Oct-18 10:12 PM";"i could eat carrots forever";"";
"Service Account#8102";"11-Oct-18 10:12 PM";"same tbh";"";
"Service Account#8102";"11-Oct-18 10:12 PM";"but i gotta asave them";"";
"Service Account#8102";"11-Oct-18 10:12 PM";"for my";"";
"Service Account#8102";"11-Oct-18 10:12 PM";"gin pogs";"";
"Ghosting#4578";"11-Oct-18 10:13 PM";"OvO";"";
"Service Account#8102";"11-Oct-18 10:14 PM";"yes man, i agree";"";
"Service Account#8102";"11-Oct-18 10:14 PM";"isnt that the momo face";"";
"Ghosting#4578";"11-Oct-18 10:15 PM";"no its owl";"";
"Ghosting#4578";"11-Oct-18 10:15 PM";"bitch";"";
"Service Account#8102";"11-Oct-18 10:15 PM";"fuck";"";
"Service Account#8102";"11-Oct-18 10:15 PM";"gosh danG IT";"";
"Ghosting#4578";"11-Oct-18 10:15 PM";"OvO";"";
"Service Account#8102";"11-Oct-18 10:15 PM";"you are correcx";"";
"Ghosting#4578";"11-Oct-18 10:16 PM";"u r bot";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"i am not bot";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"hey man";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"wanna see";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"something cool";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"thats related to chickens";"";
"Ghosting#4578";"11-Oct-18 10:16 PM";"ok";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"and will probably scar me for life";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"actually nevermind";"";
"Ghosting#4578";"11-Oct-18 10:16 PM";"yes pleasee!!!!!";"";
"Service Account#8102";"11-Oct-18 10:16 PM";"im";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"i really dont";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"want";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"to";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"because";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"not for you";"";
"Ghosting#4578";"11-Oct-18 10:17 PM";"ok!!";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"but like";"";
"Service Account#8102";"11-Oct-18 10:17 PM";"yes";"";
"Ghosting#4578";"11-Oct-18 10:18 PM";"hm mhhmm ok";"";
"Service Account#8102";"11-Oct-18 10:18 PM";"yes yes yes";"";
"Ghosting#4578";"11-Oct-18 10:18 PM";": ]";"";
"Ghosting#4578";"11-Oct-18 10:18 PM";"Im going to the pool tomorrow";"";
"Ghosting#4578";"11-Oct-18 10:18 PM";"😎";"";
"Service Account#8102";"11-Oct-18 10:18 PM";"nice";"";
"Ghosting#4578";"11-Oct-18 10:19 PM";"im going to fucking kill someone";"";
"Service Account#8102";"11-Oct-18 10:19 PM";"me please";"";
"Ghosting#4578";"11-Oct-18 10:19 PM";"but dont tell anyone";"";
"Ghosting#4578";"11-Oct-18 10:19 PM";"no";"";
"Service Account#8102";"11-Oct-18 10:19 PM";"dont worry, i won't tell me";"";
"Ghosting#4578";"11-Oct-18 10:20 PM";"hmm";"";
"Service Account#8102";"11-Oct-18 10:20 PM";"yes lord";"";
"Ghosting#4578";"11-Oct-18 10:21 PM";"no";"";
"Service Account#8102";"11-Oct-18 10:21 PM";"no lord";"";
"Ghosting#4578";"11-Oct-18 10:21 PM";"fuk u";"";
"Service Account#8102";"11-Oct-18 10:21 PM";"why do say fuk me when i say no mean to you??????";"";
"Ghosting#4578";"11-Oct-18 10:21 PM";"hAHHAHAH!!!!!!!!!!!!!!!!Oooohghh";"";
"Service Account#8102";"11-Oct-18 10:21 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500176246580445195/itsfine.jpg";
"Ghosting#4578";"11-Oct-18 10:23 PM";"*cries*";"";
"Service Account#8102";"11-Oct-18 10:23 PM";"it's very sad, just like";"";
"Service Account#8102";"11-Oct-18 10:23 PM";"me";"";
"Ghosting#4578";"11-Oct-18 10:24 PM";"u  smell cheese";"";
"Service Account#8102";"11-Oct-18 10:24 PM";"i do infact";"";
"Service Account#8102";"11-Oct-18 10:24 PM";"smell cheese";"";
"Ghosting#4578";"11-Oct-18 10:24 PM";"owoowo!";"";
"Service Account#8102";"11-Oct-18 10:25 PM";"maybe";"";
"Ghosting#4578";"11-Oct-18 10:26 PM";"furry";"";
"Service Account#8102";"11-Oct-18 10:26 PM";"no";"";
"Ghosting#4578";"11-Oct-18 10:27 PM";"yahh";"";
"Ghosting#4578";"11-Oct-18 11:45 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500197217890729984/image0.jpg";
"Ghosting#4578";"11-Oct-18 11:45 PM";"Cat like sock";"";
"Ghosting#4578";"11-Oct-18 11:45 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500197382521225226/image0.jpg";
"Ghosting#4578";"11-Oct-18 11:45 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500197406525358080/image0.jpg";
"Service Account#8102";"12-Oct-18 11:41 AM";"cat";"";
"Ghosting#4578";"12-Oct-18 10:38 PM";"its the end of the holidays in one day 😔";"";
"Service Account#8102";"12-Oct-18 10:38 PM";"hec";"";
"Service Account#8102";"12-Oct-18 10:38 PM";"is frydaiy here";"";
"Ghosting#4578";"12-Oct-18 10:38 PM";"is saturn day here";"";
"Service Account#8102";"12-Oct-18 10:38 PM";"heckle";"";
"Service Account#8102";"12-Oct-18 10:38 PM";"wtf i swear to god my baby sister just verbally said morse code";"";
"Ghosting#4578";"12-Oct-18 10:38 PM";"thats very strange";"";
"Ghosting#4578";"12-Oct-18 10:39 PM";"inspect the child";"";
"Service Account#8102";"12-Oct-18 10:39 PM";"yes";"";
"Service Account#8102";"12-Oct-18 10:39 PM";"yes";"";
"Service Account#8102";"12-Oct-18 10:39 PM";"it is not robot";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"it is a perfect human";"";
"Ghosting#4578";"12-Oct-18 10:40 PM";"oosh";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"i will go back to doing human activities";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"such as";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"typing on a keybord";"";
"Ghosting#4578";"12-Oct-18 10:40 PM";"eating thick cheese";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"eating cheese";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"drinking water";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"breathing air";"";
"Ghosting#4578";"12-Oct-18 10:40 PM";"spongebob";"";
"Service Account#8102";"12-Oct-18 10:40 PM";"being spongebob";"";
"Service Account#8102";"12-Oct-18 10:41 PM";"hey vsauce, michael here";"";
"Service Account#8102";"12-Oct-18 10:41 PM";"what";"";
"Service Account#8102";"12-Oct-18 10:41 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500543509795962911/thepain.PNG";
"Ghosting#4578";"12-Oct-18 10:41 PM";"i accidentally killed my borthter wht do?";"";
"Ghosting#4578";"12-Oct-18 10:41 PM";"😔";"";
"Service Account#8102";"12-Oct-18 10:41 PM";"fill him full of ants";"";
"Service Account#8102";"12-Oct-18 10:42 PM";"ants are smart";"";
"Service Account#8102";"12-Oct-18 10:42 PM";"they'll become him";"";
"Ghosting#4578";"12-Oct-18 10:42 PM";"veryy well";"";
"Ghosting#4578";"12-Oct-18 10:42 PM";"where do i find ants";"";
"Service Account#8102";"12-Oct-18 10:42 PM";"antvill";"";
"Service Account#8102";"12-Oct-18 10:42 PM";"https://www.youtube.com/watch?v=iX_qRwVXWYQ";"";
"Ghosting#4578";"12-Oct-18 10:43 PM";"UwU";"";
"Service Account#8102";"13-Oct-18 12:41 AM";"Timing buffered disk reads: 330 MB in  3.01 seconds = 109.72 MB/sec
Timing buffered disk reads: 362 MB in  3.01 seconds = 120.10 MB/sec";"";
"Service Account#8102";"13-Oct-18 12:41 AM";"i got this hard drive for free";"";
"Service Account#8102";"13-Oct-18 12:41 AM";"if that doesnt make you instantly want to tear apart a turkey out of sexual fustration";"";
"Service Account#8102";"13-Oct-18 12:41 AM";"then you are";"";
"Service Account#8102";"13-Oct-18 12:41 AM";"not cool";"";
"Ghosting#4578";"13-Oct-18 12:42 AM";"cat you the ugly bat";"";
"Ghosting#4578";"13-Oct-18 12:42 AM";"booooooooooooow";"";
"Service Account#8102";"13-Oct-18 12:42 AM";"what";"";
"Ghosting#4578";"13-Oct-18 12:43 AM";"god is deadd!!!!!!!!!!!!";"";
"Ghosting#4578";"13-Oct-18 12:43 AM";"AH";"";
"Service Account#8102";"13-Oct-18 12:43 AM";"i know";"";
"Ghosting#4578";"13-Oct-18 12:43 AM";"joking he isnt even real bitch";"";
"Ghosting#4578";"13-Oct-18 12:43 AM";"get preanked";"";
"Service Account#8102";"13-Oct-18 12:43 AM";"got me";"";
"Service Account#8102";"13-Oct-18 12:43 AM";"got me good";"";
"Ghosting#4578";"13-Oct-18 11:30 PM";"what to do when ur teeth feel fragile";"";
"Service Account#8102";"13-Oct-18 11:30 PM";"increace the frequency of teeth brushing";"";
"Ghosting#4578";"13-Oct-18 11:31 PM";"ok brb";"";
"Service Account#8102";"13-Oct-18 11:31 PM";"reduce stranious activity with teeth";"";
"Ghosting#4578";"13-Oct-18 11:31 PM";"willdo thx mother";"";
"Service Account#8102";"13-Oct-18 11:31 PM";"i an not mother";"";
"Service Account#8102";"13-Oct-18 11:31 PM";"i am";"";
"Service Account#8102";"13-Oct-18 11:31 PM";"uh";"";
"Service Account#8102";"13-Oct-18 11:31 PM";"yes";"";
"Ghosting#4578";"13-Oct-18 11:35 PM";"mother";"";
"Service Account#8102";"13-Oct-18 11:35 PM";"no";"";
"Service Account#8102";"13-Oct-18 11:35 PM";"i am not mother";"";
"Ghosting#4578";"13-Oct-18 11:35 PM";"lemon bad for toth";"";
"Ghosting#4578";"13-Oct-18 11:35 PM";"soft toth";"";
"Service Account#8102";"13-Oct-18 11:35 PM";"yes do not ocnsume lots of lemons";"";
"Service Account#8102";"13-Oct-18 11:35 PM";"it will degrade your toothazine";"";
"Ghosting#4578";"13-Oct-18 11:36 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500919846259916800/unknown.png";
"Ghosting#4578";"13-Oct-18 11:36 PM";"😩 bet u would look cute in this xoxo";"";
"Service Account#8102";"13-Oct-18 11:36 PM";"1: did she shit herself as she took that";"";
"Service Account#8102";"13-Oct-18 11:36 PM";"2: what";"";
"Service Account#8102";"13-Oct-18 11:36 PM";"3: why";"";
"Ghosting#4578";"13-Oct-18 11:37 PM";"xoxo";"";
"Service Account#8102";"13-Oct-18 11:37 PM";"who holds a phone like that";"";
"Service Account#8102";"13-Oct-18 11:37 PM";"Wah";"";
"Service Account#8102";"13-Oct-18 11:37 PM";"im";"";
"Service Account#8102";"13-Oct-18 11:37 PM";"very confusin";"";
"Ghosting#4578";"13-Oct-18 11:37 PM";"my friend holds the phone very weirdly";"";
"Service Account#8102";"13-Oct-18 11:37 PM";"is your friend  60 years old?";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"i might be tired";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"but like";"";
"Ghosting#4578";"13-Oct-18 11:38 PM";"no  that not her";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"thats messing with my sens of";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"real";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"oooh";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"ok";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"ok";"";
"Ghosting#4578";"13-Oct-18 11:38 PM";"i just found that pic";"";
"Service Account#8102";"13-Oct-18 11:38 PM";"incredbile";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500920528387833866/Screen_Shot_2018-10-14_at_5.38.55_pm.png";
"Service Account#8102";"13-Oct-18 11:39 PM";"i am confused";"";
"Service Account#8102";"13-Oct-18 11:39 PM";"asia";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"?";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"asia?";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"oh";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"nasa";"";
"Service Account#8102";"13-Oct-18 11:39 PM";"the shirt say asia";"";
"Service Account#8102";"13-Oct-18 11:39 PM";"(yes ik its nasa mirrored)";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"i wa confuison!";"";
"Ghosting#4578";"13-Oct-18 11:39 PM";"uwu";"";
"Service Account#8102";"13-Oct-18 11:40 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/500920731975286784/GODWHY.PNG";
"Service Account#8102";"13-Oct-18 11:40 PM";"i made that today";"";
"Ghosting#4578";"13-Oct-18 11:40 PM";"cute";"";
"Service Account#8102";"13-Oct-18 11:40 PM";"ikr";"";
"Ghosting#4578";"13-Oct-18 11:40 PM";"my friends very cute but she a furry";"";
"Service Account#8102";"13-Oct-18 11:40 PM";"nice";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"you know why they call floppy disks floppy";"";
"Ghosting#4578";"13-Oct-18 11:41 PM";"??";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"because";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"the fisr";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"floppy dks";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"was actually";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"like";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"a plastic sheet";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"so it would";"";
"Service Account#8102";"13-Oct-18 11:41 PM";"be quite";"";
"Service Account#8102";"13-Oct-18 11:42 PM";"flaccid disk";"";
"Service Account#8102";"13-Oct-18 11:42 PM";"but then as technology got better they made it an actual drive";"";
"Service Account#8102";"13-Oct-18 11:42 PM";"sogg";"";
"Ghosting#4578";"13-Oct-18 11:42 PM";"hmm";"";
"Service Account#8102";"13-Oct-18 11:42 PM";"and now you kniow";"";
"Ghosting#4578";"13-Oct-18 11:42 PM";"mmhhh";"";
"Ghosting#4578";"13-Oct-18 11:42 PM";"thnk u";"";
"Service Account#8102";"13-Oct-18 11:42 PM";"npnp";"";
"Service Account#8102";"13-Oct-18 11:42 PM";"LMAO";"";
"Service Account#8102";"13-Oct-18 11:43 PM";"this guy just said anal-og instead of ana-log";"";
"Service Account#8102";"13-Oct-18 11:43 PM";"i am a child";"";
"Ghosting#4578";"13-Oct-18 11:43 PM";"oh no..";"";
"Ghosting#4578";"13-Oct-18 11:43 PM";"thats no good";"";
"Service Account#8102";"13-Oct-18 11:43 PM";"bazionga";"";
"Service Account#8102";"13-Oct-18 11:44 PM";"https://www.youtube.com/watch?v=PiUZ5v3C09A";"";
"Ghosting#4578";"30-Oct-18 03:09 AM";"haiku";"";
"Service Account#8102";"30-Oct-18 08:53 AM";"yes";"";
"Ghosting#4578";"30-Oct-18 10:37 PM";"make haiku";"";
"Service Account#8102";"30-Oct-18 10:37 PM";"what";"";
"Ghosting#4578";"30-Oct-18 10:37 PM";"haiku";"";
"Ghosting#4578";"30-Oct-18 10:37 PM";"poem";"";
"Service Account#8102";"30-Oct-18 10:37 PM";"you want me to make a japanese poem?";"";
"Ghosting#4578";"30-Oct-18 10:38 PM";"yes pls";"";
"Ghosting#4578";"30-Oct-18 10:38 PM";": ^ )";"";
"Service Account#8102";"30-Oct-18 10:38 PM";"i am not good at poetry";"";
"Ghosting#4578";"30-Oct-18 10:38 PM";": ^ ) ok";"";
"Service Account#8102";"30-Oct-18 10:39 PM";"yes";"";
"Service Account#8102";"30-Oct-18 10:39 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/507066020125474816/communism.png";
"Ghosting#4578";"04-Nov-18 10:34 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508891917212188687/Screen_Shot_2018-11-05_at_4.21.52_pm.png";
"Service Account#8102";"04-Nov-18 10:35 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508891994966458379/45368847_10217301919760911_325611520933232640_n.png";
"Ghosting#4578";"04-Nov-18 10:42 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508893729243791363/Screen_Shot_2018-10-19_at_4.54.20_pm.png";
"Service Account#8102";"04-Nov-18 10:42 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508893799024689162/trumpeyes.PNG";
"Ghosting#4578";"04-Nov-18 10:42 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508893899373281300/Screen_Shot_2018-10-19_at_4.44.52_pm.png";
"Ghosting#4578";"04-Nov-18 10:42 PM";"have i sent that photo before";"";
"Service Account#8102";"04-Nov-18 10:42 PM";"negative";"";
"Service Account#8102";"04-Nov-18 10:42 PM";"Imagine having to operate a bolt to use your firearm?
[This post was made by M1 garand gang]";"";
"Ghosting#4578";"04-Nov-18 10:42 PM";"good";"";
"Ghosting#4578";"04-Nov-18 10:43 PM";"oh";"";
"Ghosting#4578";"04-Nov-18 10:43 PM";"``ggheh``";"";
"Service Account#8102";"04-Nov-18 10:43 PM";"raeaeaewahahahaheahehwaehawhehehaaeaeaeaweaheaheaeahehaheha";"";
"Ghosting#4578";"04-Nov-18 10:43 PM";"The only shots I want to take are to the head 😎";"";
"Service Account#8102";"04-Nov-18 10:44 PM";"same";"";
"Service Account#8102";"04-Nov-18 10:44 PM";"""so what do you want?""";"";
"Service Account#8102";"04-Nov-18 10:44 PM";"""a shot""";"";
"Service Account#8102";"04-Nov-18 10:44 PM";"""a shot of what?""";"";
"Service Account#8102";"04-Nov-18 10:44 PM";"""**lead.**""";"";
"Ghosting#4578";"04-Nov-18 10:44 PM";"lol";"";
"Ghosting#4578";"04-Nov-18 10:44 PM";"creative girl";"";
"Ghosting#4578";"04-Nov-18 10:44 PM";"speedy";"";
"Ghosting#4578";"04-Nov-18 10:44 PM";"i like that";"";
"Ghosting#4578";"04-Nov-18 10:44 PM";"thats funny";"";
"Service Account#8102";"04-Nov-18 10:44 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508894365750657035/hangmyself.PNG";
"Ghosting#4578";"04-Nov-18 10:44 PM";"smart girl";"";
"Ghosting#4578";"04-Nov-18 10:44 PM";"wow";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"did you know the guy who made undertale made";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"undertale 2";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"aka";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"deltarune";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"or something";"";
"Ghosting#4578";"04-Nov-18 10:45 PM";"did i know";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"did you know";"";
"Ghosting#4578";"04-Nov-18 10:45 PM";"did you finish your question";"";
"Service Account#8102";"04-Nov-18 10:45 PM";"yes";"";
"Service Account#8102";"04-Nov-18 10:46 PM";"undertale 2 exists";"";
"Service Account#8102";"04-Nov-18 10:46 PM";"(and there's a mac build for it)";"";
"Ghosting#4578";"04-Nov-18 10:46 PM";"😔";"";
"Ghosting#4578";"04-Nov-18 10:46 PM";"disapointg";"";
"Ghosting#4578";"04-Nov-18 10:46 PM";"fuck";"";
"Service Account#8102";"04-Nov-18 10:46 PM";"Undertale 2: Sans is missing electric boogaloo";"";
"Ghosting#4578";"04-Nov-18 10:46 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508894974008360960/Screen_Shot_2018-11-05_at_5.46.01_pm.png";
"Service Account#8102";"04-Nov-18 10:47 PM";"terry hintz";"";
"Service Account#8102";"04-Nov-18 10:47 PM";"terry hints";"";
"Service Account#8102";"04-Nov-18 10:47 PM";"no, its hintz";"";
"Service Account#8102";"04-Nov-18 10:47 PM";"tarry hintz";"";
"Ghosting#4578";"04-Nov-18 10:47 PM";"😭";"";
"Service Account#8102";"04-Nov-18 10:47 PM";"TERRY";"";
"Service Account#8102";"04-Nov-18 10:47 PM";"";"https://cdn.discordapp.com/attachments/497984219583217664/508895171044311040/latest.png";
"Service Account#8102";"04-Nov-18 10:47 PM";"`""I'm Terry Hintz, People Call me Lord of the Tutorial. I've been traveling the lands leaving my hints for all to see. I'm a pretty big deal. Got a lot of fans.""
―Terry`";"";
